DATAFLOW,FREQ,REF_AREA,DATA_TYPE,COICOP_2018,COICOP_CATEG,TOT_EQUI_EXPEND_QUANTILE,PURCH_BEHAVIOUR,NUMBER_HOUSEHOLD_COMP,HOUSEHOLD_TYPOLOGY,EDU_LEV_REFPERS,LABPROF_STATUS_B_REF,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_COICOP,NOTE_COICOP_CATEG,NOTE_TOT_EQUI_EXPEND_QUANTILE,NOTE_PURCH_BEHAVIOUR,NOTE_NUMBER_HOUSEHOLD_COMP,NOTE_HOUSEHOLD_TYPOLOGY,NOTE_EDU_LEV_REFPERS,NOTE_LABPROF_STATUS_B_REF,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0442,ALL,ALL,ALL,TOT,HH,99,ALL,2022,17.17,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0443,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.32,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0444,ALL,ALL,ALL,TOT,HH,99,ALL,2022,79.39,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,045,ALL,ALL,ALL,TOT,HH,99,ALL,2022,163.44,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0451,ALL,ALL,ALL,TOT,HH,99,ALL,2022,70.4,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0452,ALL,ALL,ALL,TOT,HH,99,ALL,2022,82.53,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0453,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.75,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0454,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.77,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0455,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.99,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,046_MAJOR_REN,ALL,ALL,ALL,TOT,HH,99,ALL,2022,77.14,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0461_MAJOR_REN,ALL,ALL,ALL,TOT,HH,99,ALL,2022,77.14,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,05,ALL,ALL,ALL,N1,HH,99,ALL,2022,78.33,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,05,ALL,ALL,ALL,N2,HH,99,ALL,2022,122.22,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,05,ALL,ALL,ALL,N3,HH,99,ALL,2022,141.52,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,05,ALL,ALL,ALL,N4,HH,99,ALL,2022,145.39,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,05,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,196.47,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,05,ALL,ALL,ALL,TOT,HH,99,ALL,2022,114.73,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,051,ALL,ALL,ALL,TOT,HH,99,ALL,2022,31.31,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0511,ALL,ALL,ALL,TOT,HH,99,ALL,2022,31.04,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0512,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.27,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,052,ALL,ALL,ALL,TOT,HH,99,ALL,2022,4.13,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0521,ALL,ALL,ALL,TOT,HH,99,ALL,2022,4.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0522,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.11,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,053,ALL,ALL,ALL,TOT,HH,99,ALL,2022,20.63,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0531,ALL,ALL,ALL,TOT,HH,99,ALL,2022,15.29,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0532,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.05,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0533,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.29,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,054,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.47,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0540,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.47,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,055,ALL,ALL,ALL,TOT,HH,99,ALL,2022,7.37,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0551,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.62,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0552,ALL,ALL,ALL,TOT,HH,99,ALL,2022,6.69,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0553,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.06,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,056,ALL,ALL,ALL,TOT,HH,99,ALL,2022,48.82,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0561,ALL,ALL,ALL,TOT,HH,99,ALL,2022,31.62,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0562,ALL,ALL,ALL,TOT,HH,99,ALL,2022,17.2,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,06,ALL,ALL,ALL,N1,HH,99,ALL,2022,84.57,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,06,ALL,ALL,ALL,N2,HH,99,ALL,2022,146.21,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,06,ALL,ALL,ALL,N3,HH,99,ALL,2022,152.98,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,06,ALL,ALL,ALL,N4,HH,99,ALL,2022,137.46,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,06,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,129.15,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,06,ALL,ALL,ALL,TOT,HH,99,ALL,2022,122.76,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,061,ALL,ALL,ALL,TOT,HH,99,ALL,2022,60.58,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0611,ALL,ALL,ALL,TOT,HH,99,ALL,2022,42.57,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0612,ALL,ALL,ALL,TOT,HH,99,ALL,2022,7.36,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0613,ALL,ALL,ALL,TOT,HH,99,ALL,2022,10.6,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0614,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.06,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,062,ALL,ALL,ALL,TOT,HH,99,ALL,2022,57.72,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0621,ALL,ALL,ALL,TOT,HH,99,ALL,2022,16.49,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0622,ALL,ALL,ALL,TOT,HH,99,ALL,2022,34.12,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0623,ALL,ALL,ALL,TOT,HH,99,ALL,2022,7.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,063,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.34,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0631,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.98,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0632,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.35,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,064,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.12,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0641,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.05,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0642,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.07,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,07,ALL,ALL,ALL,N1,HH,99,ALL,2022,174.77,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,07,ALL,ALL,ALL,N2,HH,99,ALL,2022,304.7,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,07,ALL,ALL,ALL,N3,HH,99,ALL,2022,403.74,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,07,ALL,ALL,ALL,N4,HH,99,ALL,2022,521.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,07,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,527.71,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,07,ALL,ALL,ALL,TOT,HH,99,ALL,2022,308.33,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,071,ALL,ALL,ALL,TOT,HH,99,ALL,2022,85.89,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0711,ALL,ALL,ALL,TOT,HH,99,ALL,2022,79.29,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0712,ALL,ALL,ALL,TOT,HH,99,ALL,2022,4.74,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0713,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.86,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0714,ALL,ALL,ALL,TOT,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,072,ALL,ALL,ALL,TOT,HH,99,ALL,2022,196.27,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0721,ALL,ALL,ALL,TOT,HH,99,ALL,2022,19.72,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0722,ALL,ALL,ALL,TOT,HH,99,ALL,2022,127.09,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0723,ALL,ALL,ALL,TOT,HH,99,ALL,2022,30.42,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0724,ALL,ALL,ALL,TOT,HH,99,ALL,2022,19.04,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,073,ALL,ALL,ALL,TOT,HH,99,ALL,2022,21.75,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0731,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.31,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0732,ALL,ALL,ALL,TOT,HH,99,ALL,2022,3.84,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0733,ALL,ALL,ALL,TOT,HH,99,ALL,2022,9.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0734,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.87,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0735,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.31,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0736,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.33,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,074,ALL,ALL,ALL,TOT,HH,99,ALL,2022,4.42,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0741,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.52,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0749,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.9,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,08,ALL,ALL,ALL,N1,HH,99,ALL,2022,54.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,08,ALL,ALL,ALL,N2,HH,99,ALL,2022,80.34,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,08,ALL,ALL,ALL,N3,HH,99,ALL,2022,101.62,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,08,ALL,ALL,ALL,N4,HH,99,ALL,2022,109.64,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,08,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,116.85,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,08,ALL,ALL,ALL,TOT,HH,99,ALL,2022,79.11,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,081,ALL,ALL,ALL,TOT,HH,99,ALL,2022,19.83,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0811,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.03,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0812,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.86,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0813,ALL,ALL,ALL,TOT,HH,99,ALL,2022,7.38,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0814,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.48,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0815,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.86,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0819,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.23,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,082,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0820,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.1,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,083,ALL,ALL,ALL,TOT,HH,99,ALL,2022,59.17,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0831,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.73,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0832,ALL,ALL,ALL,TOT,HH,99,ALL,2022,8.34,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0833,ALL,ALL,ALL,TOT,HH,99,ALL,2022,8.76,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0834,ALL,ALL,ALL,TOT,HH,99,ALL,2022,25.02,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0835,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.13,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0839,ALL,ALL,ALL,TOT,HH,99,ALL,2022,11.19,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,09,ALL,ALL,ALL,N1,HH,99,ALL,2022,65.97,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,09,ALL,ALL,ALL,N2,HH,99,ALL,2022,111.58,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,09,ALL,ALL,ALL,N3,HH,99,ALL,2022,149.04,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,09,ALL,ALL,ALL,N4,HH,99,ALL,2022,172.18,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,09,ALL,ALL,ALL,N5_GE,HH,99,ALL,2022,185.55,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,09,ALL,ALL,ALL,TOT,HH,99,ALL,2022,111.17,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,091,ALL,ALL,ALL,TOT,HH,99,ALL,2022,2.19,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0911,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.29,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0912,ALL,ALL,ALL,TOT,HH,99,ALL,2022,1.9,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,092,ALL,ALL,ALL,TOT,HH,99,ALL,2022,15.25,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0921,ALL,ALL,ALL,TOT,HH,99,ALL,2022,9.73,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0922,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.52,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,093,ALL,ALL,ALL,TOT,HH,99,ALL,2022,29.55,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0931,ALL,ALL,ALL,TOT,HH,99,ALL,2022,10.32,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0932,ALL,ALL,ALL,TOT,HH,99,ALL,2022,19.22,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,094,ALL,ALL,ALL,TOT,HH,99,ALL,2022,25.19,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0941,ALL,ALL,ALL,TOT,HH,99,ALL,2022,,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0942,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.4,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0943,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.11,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0944,ALL,ALL,ALL,TOT,HH,99,ALL,2022,0.4,,,,,,,,,,,,,,,,
IT1:31_740_DF_DCCV_SPEMEFAM_COICOP_2018_3(1.0),A,ITCD,SPESA_MEDIA,0945,ALL,ALL,ALL,TOT,HH,99,ALL,2022,5.43,,,,,,,,,,,,,,,,
